seasons	季	grade4	754	禾[two-branch tree radical (no. 115)] 丿[katakana no radical (no. 4)] 木[tree] 子[child] 了[complete] ㇇[horizontal + left-falling] 亅[barb radical (no. 6)] 一[one]	"<img src=""05b63.svg"">"
grandchild	孫	grade4	1543	子[child] 了[complete] ㇇[horizontal + left-falling] 亅[barb radical (no. 6)] 一[one] 系[lineage] 丿[katakana no radical (no. 4)] 糸[thread] 幺[short thread radical (no. 52)] 小[little]	"<img src=""05b6b.svg"">"
lumber	材	grade4	292	木[tree] 才[genius] 扌[hand radical (no. 64)] 亅[barb radical (no. 6)]	"<img src=""06750.svg"">"
ambition	望	grade4	373	亡[deceased] 亠[kettle lid radical (no. 8)] 匸[hiding enclosure radical (no. 23)] 月[month] 王[king]	"<img src=""0671b.svg"">"
freight	貨	grade4	861	化[change] 亻[radical number 9] 匕[spoon] 貝[shellfish] 目[eye] 八[eight]	"<img src=""08ca8.svg"">"
bud	芽	grade4	1477	艹[grass radical (no. 140)] 牙[tusk] 亅[barb radical (no. 6)] 丿[katakana no radical (no. 4)]	"<img src=""082bd.svg"">"
nourishing	滋	grade4	1646	氵[water radical (no. 85)] 兹[present (primitive)] 艹[grass radical (no. 140)] 玄[mysterious] 亠[kettle lid radical (no. 8)] 幺[short thread radical (no. 52)]	"<img src=""06ecb.svg"">"
distinction	差	grade4	595	羊[sheep] ⺷[Kangxi radical 123] 䒑[grass radical (variant)] 丿[katakana no radical (no. 4)] 工[craft]	"<img src=""05dee.svg"">"
accomplished	達	grade4	213	土[soil] 羊[sheep] ⺷[Kangxi radical 123] 䒑[grass radical (variant)] ⻌[road (radical)]	"<img src=""09054.svg"">"
flock	群	grade4	974	君[old boy] 尹[an official rank] ⺕[snout] 尸[flag radical (no. 44)] 丿[katakana no radical (no. 4)] 口[mouth] 羊[sheep] ⺷[Kangxi radical 123] 䒑[grass radical (variant)]	"<img src=""07fa4.svg"">"
garment	衣	grade4	998	亠[kettle lid radical (no. 8)] 𧘇[scarf (radical)]	"<img src=""08863.svg"">"
boulevard	街	grade4	673	行[going] 彳[going man radical (no. 60)] 亻[radical number 9] 圭[square jewel] 土[soil]	"<img src=""08857.svg"">"
request	求	grade4	326	氺[water radical variant (no. 85)] 丶[dot radical (no. 3)]	"<img src=""06c42.svg"">"
foster	養	grade4	782	羊[sheep] ⺷[Kangxi radical 123] 䒑[grass radical (variant)] 食[eat] 𠆢[top "person" radical] 艮[good radical (no. 138)]	"<img src=""0990a.svg"">"
regiment	隊	grade4	892	⻖[mound] 豕[pig radical (no. 152)]	"<img src=""0968a.svg"">"
plum	梅	grade4	890	木[tree] 毎[every] 丿[katakana no radical (no. 4)] 毋[mother radical (no. 80)]	"<img src=""06885.svg"">"
stamp	印	grade4	621	丿[katakana no radical (no. 4)] 丨[rod radical (no. 2)] 卩[seal radical (no. 26)]	"<img src=""05370.svg"">"
node	節	grade4	656	竹[bamboo] 即[instant] 艮[good radical (no. 138)] 卩[seal radical (no. 26)] 厶[katakana mu radical (no. 28)]	"<img src=""07bc0.svg"">"
portent	兆	grade4	1730	儿[legs radical (no. 10)] 丿[katakana no radical (no. 4)] ㇟[vertical curved hook] 冫[two-stroke water radical (no. 15)]	"<img src=""05146.svg"">"
contend	争	grade4	828	𠂊[knife (radical, variant)] 丿[katakana no radical (no. 4)] ⺕[snout] 亅[barb radical (no. 6)]	"<img src=""04e89.svg"">"
quiet	静	grade4	799	青[blue] 龶[blue prefix] 月[month] 争[contend] 𠂊[knife (radical, variant)] ⺕[snout] 亅[barb radical (no. 6)]	"<img src=""09759.svg"">"
build	建	grade4	459	聿[writing brush radical (no. 129)] ⺕[snout] 丨[rod radical (no. 2)] 廴[long stride or stretching radical (no. 54)]	"<img src=""05efa.svg"">"
healthy	健	grade4	443	亻[radical number 9] 建[build] 聿[writing brush radical (no. 129)] ⺕[snout] 丨[rod radical (no. 2)] 廴[long stride or stretching radical (no. 54)]	"<img src=""05065.svg"">"
turn into	成	grade4	100	𠂊[knife (radical, variant)] 丿[katakana no radical (no. 4)] 戈[tasselled spear radical (no. 62)] 弋[ceremony radical (no. 56)] 丶[dot radical (no. 3)]	"<img src=""06210.svg"">"
castle	城	grade4	703	土[soil] 成[turn into] 𠂊[knife (radical, variant)] 丿[katakana no radical (no. 4)] 戈[tasselled spear radical (no. 62)] 弋[ceremony radical (no. 56)] 丶[dot radical (no. 3)]	"<img src=""057ce.svg"">"
deliberation	議	grade4	369	言[say] 口[mouth] 義[righteousness] 羊[sheep] ⺷[Kangxi radical 123] 䒑[grass radical (variant)] 我[ego] 丿[katakana no radical (no. 4)] 戈[tasselled spear radical (no. 62)] 弋[ceremony radical (no. 56)] 亅[barb radical (no. 6)] 丶[dot radical (no. 3)]	"<img src=""08b70.svg"">"
unusual	変	grade4	109	亦[also] 亠[kettle lid radical (no. 8)] 丿[katakana no radical (no. 4)] 亅[barb radical (no. 6)] 夂[winter radical (no. 34)]	"<img src=""05909.svg"">"
ease/sane	康	grade4	526	广[dotted cliff radical (no. 53)] 厂[trailing cliff radical (no. 27)] 隶[slave radical (no. 171)] ⺕[snout] 氺[water radical variant (no. 85)]	"<img src=""05eb7.svg"">"
poison	毒	grade5	1244	龶[blue prefix] 三[three] 二[two] 一[one] 毋[mother radical (no. 80)]	"<img src=""06bd2.svg"">"
publish	刊	grade5	966	干[dry] 十[ten] 刂[standing sword radical (no. 18)]	"<img src=""0520a.svg"">"
judgment	判	grade5	455	半[half] 二[two] 一[one] 十[ten] 刂[standing sword radical (no. 18)]	"<img src=""05224.svg"">"
valve	弁	grade5	791	厶[katakana mu radical (no. 28)] 廾[twenty or letter H radical (no. 55)] 十[ten] 丿[katakana no radical (no. 4)]	"<img src=""05f01.svg"">"
surround	囲	grade5	577	囗[box radical (no. 31)] 井[well] 二[two] 一[one] 廾[twenty or letter H radical (no. 55)] 十[ten] 丿[katakana no radical (no. 4)]	"<img src=""056f2.svg"">"
semi-	準	grade5	512	氵[water radical (no. 85)] 隼[peregrine falcon] 隹[old bird radical (no. 172)] 亻[radical number 9] 十[ten]	"<img src=""06e96.svg"">"
acid	酸	grade5	916	酉[sign of the bird] 西[west] 一[one] 囗[box radical (no. 31)] 儿[legs radical (no. 10)] 丿[katakana no radical (no. 4)] ㇟[vertical curved hook] 夋[dawdle (primitive)] 允[license] 厶[katakana mu radical (no. 28)] 夂[winter radical (no. 34)]	"<img src=""09178.svg"">"
status quo	状	grade5	227	⺦[radical 90 (simplified)] 犬[dog] 大[large] 人[person] 丶[dot radical (no. 3)]	"<img src=""072b6.svg"">"
cause	因	grade5	804	囗[box radical (no. 31)] 大[large] 人[person]	"<img src=""056e0.svg"">"
cheerful	快	grade5	655	忄[standing heart radical variant (no. 61)] 夬[decide] 大[large] 人[person]	"<img src=""05feb.svg"">"
disaster	災	grade5	939	巛[curving river radical (no.47)] 火[fire] 人[person]	"<img src=""0707d.svg"">"
becoming/similar	似	grade5	627	亻[radical number 9] 以[by means of] 丶[dot radical (no. 3)] 人[person]	"<img src=""04f3c.svg"">"
sham/provisional	仮	grade5	1038	亻[radical number 9] 反[anti-] 厂[trailing cliff radical (no. 27)] 又[or again]	"<img src=""04eee.svg"">"
branch	支	grade5	268	十[ten] 又[or again]	"<img src=""0652f.svg"">"
skill	技	grade5	368	扌[hand radical (no. 64)] 支[branch] 十[ten] 又[or again]	"<img src=""06280.svg"">"
impart	授	grade5	794	扌[hand radical (no. 64)] 受[accept] ⺤[claw (radical)] 冖[wa-shaped crown radical (no. 14)] 又[or again]	"<img src=""06388.svg"">"
undefiled	潔	grade5	1582	氵[water radical (no. 85)] 絜[marking line] 刀[sword] 糸[thread] 幺[short thread radical (no. 52)] 小[little]	"<img src=""06f54.svg"">"
elementary	素	grade5	238	龶[blue prefix] 三[three] 二[two] 一[one] 糸[thread] 幺[short thread radical (no. 52)] 小[little]	"<img src=""07d20.svg"">"
overall	統	grade5	682	糸[thread] 幺[short thread radical (no. 52)] 小[little] 充[allot] 亠[kettle lid radical (no. 8)] 允[license] 厶[katakana mu radical (no. 28)] 儿[legs radical (no. 10)] 丿[katakana no radical (no. 4)] ㇟[vertical curved hook] 八[eight]	"<img src=""07d71.svg"">"
too much	余	grade5	786	𠆢[top "person" radical] 小[little]	"<img src=""04f59.svg"">"
show	示	grade5	52	二[two] 一[one] 小[little]	"<img src=""0793a.svg"">"
wife	妻	grade5	1119	⺕[snout] 女[woman]	"<img src=""059bb.svg"">"
rend	破	grade5	800	石[stone] 口[mouth] 皮[pelt] 又[or again]	"<img src=""07834.svg"">"
assurance	確	grade5	129	石[stone] 口[mouth] 寉[crane (bird)] 宀[katakana u radical (no. 40)] 冖[wa-shaped crown radical (no. 14)] 隹[old bird radical (no. 172)] 亻[radical number 9]	"<img src=""078ba.svg"">"
permit	許	grade5	647	言[say] 口[mouth] 午[noon] 干[dry] 十[ten]	"<img src=""08a31.svg"">"
evaluate	評	grade5	265	言[say] 口[mouth] 平[even] 干[dry] 十[ten]	"<img src=""08a55.svg"">"
establishment	設	grade5	154	言[say] 口[mouth] 殳[windy-again radical (no. 79)] 几[table or windy radical (no. 16)] 丿[katakana no radical (no. 4)] 又[or again]	"<img src=""08a2d.svg"">"
safeguard	護	grade5	452	言[say] 口[mouth] 蒦[to measure] 艹[grass radical (no. 140)] 隻[vessels] 隹[old bird radical (no. 172)] 亻[radical number 9] 又[or again]	"<img src=""08b77.svg"">"
single	独	grade5	626	⺨[left "dog" radical] 虫[insect] 中[in] 口[mouth] 丨[rod radical (no. 2)]	"<img src=""072ec.svg"">"
belong	属	grade5	650	尸[flag radical (no. 44)] 禹[name of a Chinese emperor] 丿[katakana no radical (no. 4)] 虫[insect] 禸[footprint radical (no. 114)] 厶[katakana mu radical (no. 28)] 冂[upside-down box radical (no. 13)]	"<img src=""05c5e.svg"">"
individual	個	grade5	242	亻[radical number 9] 固[harden] 囗[box radical (no. 31)] 古[old] 十[ten] 口[mouth]	"<img src=""0500b.svg"">"
reside	居	grade5	576	尸[flag radical (no. 44)] 古[old] 十[ten] 口[mouth]	"<img src=""05c45.svg"">"
happenstance	故	grade5	689	古[old] 十[ten] 口[mouth] 攵[folding chair radical variant (no. 66)] 乂[mow] 丿[katakana no radical (no. 4)]	"<img src=""06545.svg"">"
suitable	適	grade5	393	啇[the stalk] 亠[kettle lid radical (no. 8)] 冂[upside-down box radical (no. 13)] 古[old] 十[ten] 口[mouth] ⻌[road (radical)]	"<img src=""09069.svg"">"
domesticate	飼	grade5	1082	飠[radical number 184] 司[director] 一[one] 口[mouth]	"<img src=""098fc.svg"">"
beckon	招	grade5	1276	扌[hand radical (no. 64)] 召[seduce] 刀[sword] 口[mouth]	"<img src=""062db.svg"">"
contain	容	grade5	211	宀[katakana u radical (no. 40)] 冖[wa-shaped crown radical (no. 14)] 谷[valley] 𠆢[top "person" radical] 口[mouth]	"<img src=""05bb9.svg"">"
occupation	営	grade5	284	⺍[owl (primitive)] 冖[wa-shaped crown radical (no. 14)] 呂[spine] 口[mouth] 丿[katakana no radical (no. 4)]	"<img src=""055b6.svg"">"
phrase	句	grade5	1180	勹[wrapping radical (no. 20)] 丿[katakana no radical (no. 4)] 口[mouth]	"<img src=""053e5.svg"">"
entertain	興	grade5	631	𦥑[clasped hands] 同[same] 冂[upside-down box radical (no. 13)] 一[one] 口[mouth] 八[eight]	"<img src=""08208.svg"">"
can	可	grade5	169	丁[street] 一[one] 口[mouth] 亅[barb radical (no. 6)]	"<img src=""053ef.svg"">"
river	河	grade5	943	氵[water radical (no. 85)] 可[can] 丁[street] 一[one] 口[mouth] 亅[barb radical (no. 6)]	"<img src=""06cb3.svg"">"
draw near	寄	grade5	514	宀[katakana u radical (no. 40)] 冖[wa-shaped crown radical (no. 14)] 奇[strange] 大[large] 人[person] 可[can] 丁[street] 一[one] 口[mouth] 亅[barb radical (no. 6)]	"<img src=""05bc4.svg"">"
history	史	grade5	644	口[mouth] 乂[mow] 丿[katakana no radical (no. 4)] 丨[rod radical (no. 2)]	"<img src=""053f2.svg"">"
overdo	過	grade5	273	咼[crooked mouth] 冂[upside-down box radical (no. 13)] 口[mouth] ⻌[road (radical)]	"<img src=""0904e.svg"">"
precipitous	険	grade5	531	⻖[mound] 㑒[all together (simplified)] 人[person] 一[one] 口[mouth]	"<img src=""0967a.svg"">"
halt	停	grade5	888	亻[radical number 9] 亭[pavilion] 亠[kettle lid radical (no. 8)] 口[mouth] 冖[wa-shaped crown radical (no. 14)] 丁[street] 一[one] 亅[barb radical (no. 6)]	"<img src=""0505c.svg"">"
dwindle	減	grade5	632	氵[water radical (no. 85)] 咸[all] 戍[protection] 厂[trailing cliff radical (no. 27)] 戈[tasselled spear radical (no. 62)] 弋[ceremony radical (no. 56)] 一[one] 口[mouth] 丿[katakana no radical (no. 4)] 丶[dot radical (no. 3)]	"<img src=""06e1b.svg"">"
pressure	圧	grade5	837	厂[trailing cliff radical (no. 27)] 土[soil]	"<img src=""05727.svg"">"
exist	在	grade5	149	亻[radical number 9] 土[soil]	"<img src=""05728.svg"">"
again	再	grade5	411	一[one] 冉[red] 冂[upside-down box radical (no. 13)] 土[soil]	"<img src=""0518d.svg"">"
lecture	講	grade5	586	言[say] 口[mouth] 冓[put together] 三[three] 二[two] 一[one] 再[again] 冉[red] 冂[upside-down box radical (no. 13)] 土[soil]	"<img src=""08b1b.svg"">"
report	報	grade5	21	幸[happiness] 土[soil] 𢆉[pierce (primitive)] 䒑[grass radical (variant)] 干[dry] 十[ten] 卩[seal radical (no. 26)] 又[or again]	"<img src=""05831.svg"">"
public chamber	堂	grade5	844	尚[esteem] ⺌[small (primitive)] 冂[upside-down box radical (no. 13)] 口[mouth] 土[soil]	"<img src=""05802.svg"">"
mould	型	grade5	417	刑[punish] 开[open] 干[dry] 十[ten] 刂[standing sword radical (no. 18)] 土[soil]	"<img src=""0578b.svg"">"
sutra	経	grade5	189	糸[thread] 幺[short thread radical (no. 52)] 小[little] 圣[holy] 又[or again] 土[soil]	"<img src=""07d4c.svg"">"
fundamentals	基	grade5	283	其[that] 甘[sweet] 廿[twenty] 十[ten] 八[eight] 土[soil]	"<img src=""057fa.svg"">"
level	均	grade5	1025	土[soil] 匀[equal] 勹[wrapping radical (no. 20)] 丿[katakana no radical (no. 4)] 冫[two-stroke water radical (no. 15)] 二[two] 一[one]	"<img src=""05747.svg"">"
forces	勢	grade5	716	埶[art] 土[soil] 儿[legs radical (no. 10)] 丿[katakana no radical (no. 4)] ㇟[vertical curved hook] 丸[round] 九[nine] 乙[fishguts] 丶[dot radical (no. 3)] 力[power]	"<img src=""052e2.svg"">"
fluid	液	grade5	931	氵[water radical (no. 85)] 夜[night] 亠[kettle lid radical (no. 8)] 亻[radical number 9] 夕[evening]	"<img src=""06db2.svg"">"
dream	夢	grade5	648	艹[grass radical (no. 140)] 罒[net radical variant (no. 122)] 冖[wa-shaped crown radical (no. 14)] 夕[evening]	"<img src=""05922.svg"">"
gentleman	士	grade5	468		"<img src=""058eb.svg"">"
cottage	舎	grade5	1110	人[person] 吉[good luck] 士[gentleman] 口[mouth]	"<img src=""0820e.svg"">"
rejoice	喜	grade5	795	吉[good luck] 士[gentleman] 口[mouth] 䒑[grass radical (variant)]	"<img src=""0559c.svg"">"
responsibility	任	grade5	511	亻[radical number 9] 壬[9th calendar sign] 丿[katakana no radical (no. 4)] 士[gentleman]	"<img src=""04efb.svg"">"
discontinue	絶	grade5	564	糸[thread] 幺[short thread radical (no. 52)] 小[little] 色[color] 𠂊[knife (radical, variant)] 巴[comma-design] 己[self]	"<img src=""07d76.svg"">"
chronicle	紀	grade5	877	糸[thread] 幺[short thread radical (no. 52)] 小[little] 己[self]	"<img src=""07d00.svg"">"
group	団	grade5	498	囗[box radical (no. 31)] 寸[measurement]	"<img src=""056e3.svg"">"
linen	布	grade5	663	巾[towel]	"<img src=""05e03.svg"">"
expert	師	grade5	547	丿[katakana no radical (no. 4)] 丨[rod radical (no. 2)] 巾[towel]	"<img src=""05e2b.svg"">"
lady	婦	grade5	819	女[woman] 帚[broom] ⺕[snout] 冖[wa-shaped crown radical (no. 14)] 巾[towel]	"<img src=""05a66.svg"">"
usual	常	grade5	210	尚[esteem] ⺌[small (primitive)] 冂[upside-down box radical (no. 13)] 吊[dangle] 口[mouth] 巾[towel]	"<img src=""05e38.svg"">"
cotton	綿	grade5	1529	糸[thread] 幺[short thread radical (no. 52)] 小[little] 帛[cloth] 白[white] 日[day] 巾[towel]	"<img src=""07dbf.svg"">"
performance	演	grade5	406	氵[water radical (no. 85)] 寅[sign of the tiger] 宀[katakana u radical (no. 40)] 冖[wa-shaped crown radical (no. 14)] 由[wherefore] 日[day] 丨[rod radical (no. 2)] 八[eight]	"<img src=""06f14.svg"">"
olden times	旧	grade5	1034	丨[rod radical (no. 2)] 日[day]	"<img src=""065e7.svg"">"
gain	得	grade5	239	彳[going man radical (no. 60)] 亻[radical number 9] 旦[nightbreak] 日[day] 一[one] 寸[measurement]	"<img src=""05f97.svg"">"
tree-trunk	幹	grade5	1130	𠦝[mist (primitive)] 十[ten] 早[early] 日[day] 人[person] 干[dry]	"<img src=""05e79.svg"">"
bountiful	豊	grade5	539	曲[bend] 日[day] 廾[twenty or letter H radical (no. 55)] 丿[katakana no radical (no. 4)] 十[ten] 豆[beans] 一[one] 口[mouth] 䒑[grass radical (variant)]	"<img src=""08c4a.svg"">"
easy	易	grade5	1026	日[day] 勿[not] 勹[wrapping radical (no. 20)]	"<img src=""06613.svg"">"
propose	提	grade5	332	扌[hand radical (no. 64)] 是[just so] 日[day] 疋[critters] 龰[foot (radical)] 卜[augury] 人[person]	"<img src=""063d0.svg"">"
duplicate	複	grade5	706	衤[clothing radical (no. 145] 复[return] 𠂉[person (radical)] 日[day] 夂[winter radical (no. 34)]	"<img src=""08907.svg"">"
restore	復	grade5	640	彳[going man radical (no. 60)] 亻[radical number 9] 复[return] 𠂉[person (radical)] 日[day] 夂[winter radical (no. 34)]	"<img src=""05fa9.svg"">"
grave	墓	grade5	1534	莫[shalt] 艹[grass radical (no. 140)] 日[day] 大[large] 人[person] 土[soil]	"<img src=""05893.svg"">"
outburst	暴	grade5	1114	日[day] 㳟[violent (primitive)] 共[together] 龷[together (primitive)] 八[eight] 氺[water radical variant (no. 85)]	"<img src=""066b4.svg"">"
ancestor	祖	grade5	1345	礻[showing radical (no. 113)] 且[moreover] 月[month] 一[one]	"<img src=""07956.svg"">"
feelings	情	grade5	25	忄[standing heart radical variant (no. 61)] 青[blue] 龶[blue prefix] 月[month]	"<img src=""060c5.svg"">"
fertilizer	肥	grade5	1362	月[month] 巴[comma-design] 己[self]	"<img src=""080a5.svg"">"
ability	能	grade5	108	厶[katakana mu radical (no. 28)] 月[month] 匕[spoon]	"<img src=""080fd.svg"">"
vein	脈	grade5	1548	月[month] 𠂢[to branch] 丿[katakana no radical (no. 4)] 亻[radical number 9]	"<img src=""08108.svg"">"
occasion	際	grade5	261	⻖[mound] 祭[ritual] 月[month] 示[show] 二[two] 一[one] 小[little]	"<img src=""0969b.svg"">"
burn	燃	grade5	1101	火[fire] 人[person] 然[sort of thing] 月[month] 犬[dog] 大[large] 丶[dot radical (no. 3)] 灬[fire radical (no. 86)]	"<img src=""071c3.svg"">"
transport	輸	grade5	850	車[car] 日[day] 兪[affirmative response] 入[enter] 一[one] 月[month] 刂[standing sword radical (no. 18)]	"<img src=""08f38.svg"">"
eternity	永	grade5	956	丶[dot radical (no. 3)] 水[water]	"<img src=""06c38.svg"">"
astray	迷	grade5	849	米[rice] 木[tree] ⻌[road (radical)]	"<img src=""08ff7.svg"">"
flour	粉	grade5	1065	米[rice] 木[tree] 分[part] 八[eight] 刀[sword]	"<img src=""07c89.svg"">"
refined	精	grade5	696	米[rice] 木[tree] 青[blue] 龶[blue prefix] 月[month]	"<img src=""07cbe.svg"">"
prohibition	禁	grade5	665	林[grove] 木[tree] 示[show] 二[two] 一[one] 小[little]	"<img src=""07981.svg"">"
till	耕	grade5	1842	耒[three-branch tree radical (no. 127)] 丿[katakana no radical (no. 4)] 未[not yet] 木[tree] 井[well] 二[two] 一[one] 廾[twenty or letter H radical (no. 55)] 十[ten]	"<img src=""08015.svg"">"
twig	条	grade5	257	夂[winter radical (no. 34)] 木[tree]	"<img src=""06761.svg"">"
pick	採	grade5	714	扌[hand radical (no. 64)] 采[grab] ⺤[claw (radical)] 木[tree]	"<img src=""063a1.svg"">"
cherry tree	桜	grade5	912	木[tree] ⺍[owl (primitive)] 女[woman]	"<img src=""0685c.svg"">"
mention	述	grade5	1046	朮[a type of millet] 木[tree] 丶[dot radical (no. 3)] ⻌[road (radical)]	"<img src=""08ff0.svg"">"
bough	枝	grade5	1377	木[tree] 支[branch] 十[ten] 又[or again]	"<img src=""0679d.svg"">"
protect	保	grade5	153	亻[radical number 9] 呆[dumbfounded] 口[mouth] 木[tree]	"<img src=""04fdd.svg"">"
investigate	査	grade5	436	木[tree] 且[moreover] 月[month] 一[one]	"<img src=""067fb.svg"">"
status	格	grade5	143	木[tree] 各[each] 夂[winter radical (no. 34)] 口[mouth]	"<img src=""0683c.svg"">"
shift	移	grade5	471	禾[two-branch tree radical (no. 115)] 丿[katakana no radical (no. 4)] 木[tree] 多[many] 夕[evening]	"<img src=""079fb.svg"">"
examination	検	grade5	67	木[tree] 㑒[all together (simplified)] 人[person] 一[one] 口[mouth]	"<img src=""0691c.svg"">"
miscellaneous	雑	grade5	504	九[nine] 乙[fishguts] 木[tree] 隹[old bird radical (no. 172)] 亻[radical number 9]	"<img src=""096d1.svg"">"
kill	殺	grade5	750	乂[mow] 丿[katakana no radical (no. 4)] 木[tree] 殳[windy-again radical (no. 79)] 几[table or windy radical (no. 16)] 又[or again]	"<img src=""06bba.svg"">"
tax	税	grade5	517	禾[two-branch tree radical (no. 115)] 丿[katakana no radical (no. 4)] 木[tree] 兌[exchange] 八[eight] 兄[elder brother] 口[mouth] 儿[legs radical (no. 10)] ㇟[vertical curved hook]	"<img src=""07a0e.svg"">"
posture	構	grade5	354	木[tree] 冓[put together] 三[three] 二[two] 一[one] 再[again] 冉[red] 冂[upside-down box radical (no. 13)] 土[soil]	"<img src=""069cb.svg"">"
extent	程	grade5	484	禾[two-branch tree radical (no. 115)] 丿[katakana no radical (no. 4)] 木[tree] 呈[display] 口[mouth] 王[king]	"<img src=""07a0b.svg"">"
journey	往	grade5	1443	彳[going man radical (no. 60)] 亻[radical number 9] 主[lord] 丶[dot radical (no. 3)] 王[king]	"<img src=""05f80.svg"">"
copper	銅	grade5	1887	金[gold] 全[whole] 𠆢[top "person" radical] 王[king] 同[same] 冂[upside-down box radical (no. 13)] 一[one] 口[mouth]	"<img src=""09285.svg"">"
intention	志	grade5	895	士[gentleman] 心[heart]	"<img src=""05fd7.svg"">"
apply	応	grade5	204	广[dotted cliff radical (no. 53)] 厂[trailing cliff radical (no. 27)] 心[heart]	"<img src=""05fdc.svg"">"
attitude	態	grade5	445	能[ability] 厶[katakana mu radical (no. 28)] 月[month] 匕[spoon] 心[heart]	"<img src=""0614b.svg"">"
general	総	grade5	407	糸[thread] 幺[short thread radical (no. 52)] 小[little] 忩[rush] 公[public] 八[eight] 厶[katakana mu radical (no. 28)] 心[heart]	"<img src=""07dcf.svg"">"
compilation	編	grade5	419	糸[thread] 幺[short thread radical (no. 52)] 小[little] 扁[level] 戸[door] 冊[tome] 冂[upside-down box radical (no. 13)] 廾[twenty or letter H radical (no. 55)] 十[ten] 丿[katakana no radical (no. 4)]	"<img src=""07de8.svg"">"
merit	効	grade5	372	交[mingle] 亠[kettle lid radical (no. 8)] 父[father] 力[power]	"<img src=""052b9.svg"">"
affair	件	grade5	119	亻[radical number 9] 牛[cow]	"<img src=""04ef6.svg"">"
revelation	告	grade5	272	牛[cow] 口[mouth]	"<img src=""0544a.svg"">"
create	造	grade5	488	告[revelation] 牛[cow] 口[mouth] ⻌[road (radical)]	"<img src=""09020.svg"">"
system	制	grade5	306	牛[cow] 巾[towel] 刂[standing sword radical (no. 18)]	"<img src=""05236.svg"">"
printing block	版	grade5	350	片[one-sided] 反[anti-] 厂[trailing cliff radical (no. 27)] 又[or again]	"<img src=""07248.svg"">"
severance	断	grade5	399	米[rice] 木[tree] 斤[axe]	"<img src=""065ad.svg"">"
sex	性	grade5	110	忄[standing heart radical variant (no. 61)] 生[life]	"<img src=""06027.svg"">"
guidance	導	grade5	605	道[road-way] 首[neck] 自[oneself] 目[eye] ⻌[road (radical)] 寸[measurement]	"<img src=""05c0e.svg"">"
rule	則	grade5	835	貝[shellfish] 目[eye] 八[eight] 刂[standing sword radical (no. 18)]	"<img src=""05247.svg"">"
fathom	測	grade5	880	氵[water radical (no. 85)] 則[rule] 貝[shellfish] 目[eye] 八[eight] 刂[standing sword radical (no. 18)]	"<img src=""06e2c.svg"">"
damage	損	grade5	858	扌[hand radical (no. 64)] 員[employee] 口[mouth] 貝[shellfish] 目[eye] 八[eight]	"<img src=""0640d.svg"">"
blame	責	grade5	641	龶[blue prefix] 貝[shellfish] 目[eye] 八[eight]	"<img src=""08cac.svg"">"
exploits	績	grade5	997	糸[thread] 幺[short thread radical (no. 52)] 小[little] 責[blame] 龶[blue prefix] 貝[shellfish] 目[eye] 八[eight]	"<img src=""07e3e.svg"">"
accustomed	慣	grade5	1032	忄[standing heart radical variant (no. 61)] 貫[pierce] 毋[mother radical (no. 80)] 貝[shellfish] 目[eye] 八[eight]	"<img src=""06163.svg"">"
substance	質	grade5	190	斤[axe] 貝[shellfish] 目[eye] 八[eight]	"<img src=""08cea.svg"">"
poverty	貧	grade5	1248	分[part] 八[eight] 刀[sword] 貝[shellfish] 目[eye]	"<img src=""08ca7.svg"">"
approve	賛	grade5	1293	夫[husband] 大[large] 人[person] 貝[shellfish] 目[eye] 八[eight]	"<img src=""08cdb.svg"">"
expense	費	grade5	464	弗[dollar] 弓[bow] 丿[katakana no radical (no. 4)] 丨[rod radical (no. 2)] 貝[shellfish] 目[eye] 八[eight]	"<img src=""08cbb.svg"">"
trade	貿	grade5	1786	卯[sign of the hare] 卩[seal radical (no. 26)] 刀[sword] 丿[katakana no radical (no. 4)] 貝[shellfish] 目[eye] 八[eight]	"<img src=""08cbf.svg"">"
assets	資	grade5	252	次[next] 冫[two-stroke water radical (no. 15)] 欠[lack] 人[person] 貝[shellfish] 目[eye] 八[eight]	"<img src=""08cc7.svg"">"
prize	賞	grade5	659	尚[esteem] ⺌[small (primitive)] 冂[upside-down box radical (no. 13)] 口[mouth] 貝[shellfish] 目[eye] 八[eight]	"<img src=""08cde.svg"">"
jurisdiction	領	grade5	1001	令[orders] 𠆢[top "person" radical] 一[one] 卩[seal radical (no. 26)] 頁[page] 貝[shellfish] 目[eye] 八[eight]	"<img src=""09818.svg"">"
savings	貯	grade5	1133	貝[shellfish] 目[eye] 八[eight] 宁[calm] 宀[katakana u radical (no. 40)] 冖[wa-shaped crown radical (no. 14)] 丁[street] 一[one] 亅[barb radical (no. 6)]	"<img src=""08caf.svg"">"
forehead	額	grade5	518	客[guest] 宀[katakana u radical (no. 40)] 冖[wa-shaped crown radical (no. 14)] 各[each] 夂[winter radical (no. 34)] 口[mouth] 頁[page] 貝[shellfish] 目[eye] 八[eight]	"<img src=""0984d.svg"">"
eyeball	眼	grade5	1087	目[eye] 艮[good radical (no. 138)]	"<img src=""0773c.svg"">"
present	現	grade5	136	王[king] 見[see] 目[eye] 儿[legs radical (no. 10)] 丿[katakana no radical (no. 4)] ㇟[vertical curved hook]	"<img src=""073fe.svg"">"
standard	規	grade5	215	夫[husband] 大[large] 人[person] 見[see] 目[eye] 儿[legs radical (no. 10)] 丿[katakana no radical (no. 4)] ㇟[vertical curved hook]	"<img src=""0898f.svg"">"
