程	禾丿木呈口王
旺	日王
班	王刂
主	亠丶王
住	亻主丶王
注	氵主丶王
柱	木主丶王
往	彳亻主丶王
全	𠆢王人
金	全𠆢王
針	金全𠆢王十
銀	金全𠆢王艮
鉢	金全𠆢王本木
鉛	金全𠆢王㕣八口
銘	金全𠆢王名夕口
録	金全𠆢王彔⺕氺
錬	金全𠆢王東木日
鍋	金全𠆢王咼冂口
釣	金全𠆢王勺勹丿丶
鈍	金全𠆢王屯丿屮凵
鈴	金全𠆢王令人一マ
銅	金全𠆢王同冂一口
鋼	金全𠆢王岡冂䒑山
錦	金全𠆢王帛白日巾
鎌	金全𠆢王兼八⺕丨
鉄	金全𠆢王失丿夫大人
錮	金全𠆢王固囗古十口
鍛	金全𠆢王段殳几丿又
鋳	金全𠆢王寿三二一丿寸
錯	金全𠆢王昔龷日廾十丿
鋭	金全𠆢王兌八兄口儿丿㇟
錠	金全𠆢王定宀冖疋龰卜人
銭	金全𠆢王戋三二一戈弋丿丶
銃	金全𠆢王充亠允厶儿丿㇟八
栓	木全𠆢王人
詮	言口全𠆢王人
皇	白日王
珍	王人彡
理	王里日
弄	王廾十丿
珠	王朱未木
琴	王今𠆢一
環	王睘罒口𧘇
玩	王元二一儿丿㇟
徴	彳亻山王攵乂丿
心	
志	士心
誌	言口志士心
芯	艹心
忌	己心
必	心丶丿
泌	氵必心丿
秘	禾丿木必心
密	宓宀冖必心丿山
蜜	宓宀冖必心丿虫中口丨
応	广厂心
急	𠂊⺕心
懇	豸艮心
忍	刃刀丶心
認	言口忍刃刀丶心
念	今𠆢一心
捻	扌念今𠆢一心
忠	中口丨心
怒	奴女又心
怠	台厶口心
恵	由日丨心
穂	禾丿木恵由日丨心
愛	⺤冖心夂
曖	日愛⺤冖心夂
隠	⻖⺤⺕心
慶	广厂心夂
憲	宀冖罒心
怨	夗夕卩心㔾
恩	因囗大人心
恣	次冫欠人心
恋	亦亠丿亅心
悪	亜二一口心
患	串口中丨心
徳	彳亻十罒心
態	能厶月匕心
窓	穴宀冖八厶心
憂	百一日冖心夂
優	亻憂百日冖心夂
穏	禾丿木⺤⺕心
悠	攸亻丨攵乂丿心
愁	秋禾丿木火人心
惑	或戈弋口一丿丶心
総	糸幺小忩公八厶心
寧	寍宀冖心罒丁一亅
慰	尉尸示二一小寸心
癒	疒愈兪入一月刂心
懲	徴彳亻山王攵乂丿心
感	咸戍厂戈弋一口丿丶心
憾	忄感咸戍厂戈弋一口丿丶心
戸	
肩	戸月
戻	戸大人
涙	氵戻戸大人
炉	火人戸
雇	戸隹亻
啓	戸攵乂丿口
偏	亻扁戸冊冂廾十丿
遍	扁戸冊冂廾十丿⻌
編	糸幺小扁戸冊冂廾十丿
毛	
尾	尸毛
耗	耒丿未木毛
父	
交	亠父
効	交亠父力
郊	交亠父⻏
校	木交亠父
較	車日交亠父
絞	糸幺小交亠父
釜	父金全𠆢王
牛	
件	亻牛
告	牛口
造	告牛口⻌
酷	酉西一囗儿丿㇟告牛口
物	牛勿勹
制	牛巾刂
牧	牛攵乂丿
特	牛寺土寸
氏	
民	氏一
低	亻氏一
抵	扌氐氏一
邸	氐氏一⻏
紙	糸幺小氏
婚	女昏氏日
底	广厂氐氏一
片	
版	片反厂又
斤	
匠	匚斤
近	斤⻌
折	扌斤
哲	折扌斤口
逝	折扌斤⻌
誓	折扌斤言口
所	戸斤
析	木斤
祈	礻斤
丘	斤丿一
兵	丘斤丿一八
浜	氵兵丘斤一八
岳	丘斤丿一山
斥	斤丿丶
訴	言口斥斤丶
断	米木斤
斬	車日斤
暫	斬車日斤
漸	氵斬車日斤
生	
性	忄生
姓	女生
星	日生
醒	酉西一囗儿丿㇟星日生
牲	牛生
隆	⻖夂生
目	
自	目
首	自目
道	首自目⻌
導	道首自目⻌寸
息	自目心
憩	舌千口息自目心
臭	自目大人
嗅	口臭自目犬大人丶
夏	一自目夂
寡	宀冖自目分八刀
貝	目八
負	𠂊貝目八
則	貝目八刂
側	亻則貝目八刂
測	氵則貝目八刂
貞	卜貝目八
偵	亻貞卜貝目八
員	口貝目八
損	扌員口貝目八
貢	工貝目八
唄	口貝目八
責	龶貝目八
債	亻責龶貝目八
漬	氵責龶貝目八
積	禾丿木責龶貝目八
績	糸幺小責龶貝目八
貫	毋貝目八
慣	忄貫毋貝目八
買	罒貝目八
質	斤貝目八
頃	匕頁貝目八
傾	亻頃匕頁貝目八
貧	分八刀貝目
順	川頁貝目八
項	工頁貝目八
須	彡頁貝目八
賄	貝目八有月
敗	貝目八攵乂丿
販	貝目八反厂又
貪	今𠆢一貝目八
賀	加力口貝目八
貴	中口丨貝目八
遺	貴中口丨貝目八⻌
潰	氵貴中口丨貝目八
貼	貝目八占卜口
煩	火人頁貝目八
賂	貝目八各夂口
頒	分八刀頁貝目
賛	夫大人貝目八
頂	丁一亅頁貝目八
費	弗弓丿丨貝目八
貿	卯卩刀丿貝目八
資	次冫欠人貝目八
賞	尚⺌冂口貝目八
償	亻賞尚⺌冂口貝目八
賜	貝目八易日勿勹
頼	束木口頁貝目八
瀬	氵頼束木口頁貝目八
賭	貝目八者耂土日
顕	显日业頁貝目八
賃	任亻壬丿士貝目八
頓	屯丿屮凵頁貝目八
領	令𠆢一卩頁貝目八
賓	宀冖少小丿貝目八
頭	豆一口䒑頁貝目八
頰	夾大人从頁貝目八
鎖	金全𠆢王⺌貝目八
類	米木大人頁貝目八
顎	咢口二一頁貝目八
顧	雇戸隹亻頁貝目八
貯	貝目八宁宀冖丁一亅
賊	貝目八戎戈弋十丿丶
噴	口賁卉十廾丿貝目八
墳	土賁卉十廾丿貝目八
憤	忄賁卉十廾丿貝目八
頑	元二一儿丿㇟頁貝目八
題	是日疋龰卜人頁貝目八
額	客宀冖各夂口頁貝目八
購	貝目八冓三二一再冉冂土
願	原厂丿泉白日小頁貝目八
直	十目
値	亻直十目
植	木直十目
置	罒直十目
殖	歹一夕直十目
具	目八
真	十具目八
慎	忄真十具目八
鎮	金全𠆢王真十具目八
惧	忄具目八
塡	土眞匕具目八
相	木目
想	相木目心
県	目小
懸	縣県目小系丿糸幺心
眉	丿目
眼	目艮
看	手丿目
冒	日冂目
帽	巾冒日目
眠	目民氏
見	目儿丿㇟
現	王見目儿丿㇟
視	礻見目儿丿㇟
覚	⺍冖見目儿丿㇟
規	夫大人見目儿丿㇟
観	𠂉隹亻見目儿丿㇟
寛	宀冖莧艹見目儿丿㇟
省	少小丿目
盾	厂丿十目
循	彳亻盾厂十目
睦	目土儿丿㇟
瞭	目大人日小
睡	目垂千丿十土
瞬	目舜⺤冖舛夕
督	叔上卜一小又目
田	
男	田力
勇	マ男田力
湧	氵勇マ男田力
虜	虍七一男田力
苗	艹田
描	扌苗艹田
猫	⺨苗艹田
思	田心
慮	虍七一思田心
胃	田月
膚	虍七一胃田月
畏	田一
畑	火人田
卑	丿田十
碑	石口卑丿田十
魚	𠂊田灬
漁	氵魚𠂊田灬
鯨	魚𠂊田灬京亠口小
曽	八田日
僧	亻曽田日
増	土曽田日
層	尸曽田日
憎	忄曽田日
贈	貝目八曽田日
塁	田冫土
町	田丁一亅
留	卯卩丿田
瑠	王留卯卩丿田
細	糸幺小田
累	田糸幺小
異	田共龷八
戴	𢦏十戈弋異田共龷八丿丶
略	田各夂口
画	一由田丨凵
畔	田半二一十
副	畐一口田刂
番	釆丿米木田
審	宀冖番釆丿米木田
藩	艹潘氵番釆丿米木田
幅	巾畐一口田
畳	田冖且月一
福	礻畐一口田
奮	大人隹亻田
偶	亻禺日田禸冂
富	宀冖畐一口田
遇	禺日田禸冂⻌
隅	⻖禺日田禸冂
愚	禺日田禸冂心
畿	幺戈弋田丿丶
鬼	甶丿田儿㇟八厶
塊	土鬼丿田儿㇟厶
魅	鬼丿田儿㇟厶未木
魂	云二一厶鬼丿田儿㇟
醜	酉西一囗儿丿㇟鬼田厶
魔	麻广厂林木鬼丿田儿㇟厶
鼻	自目畀田廾十丿
獣	⺍田口犬大人丶
用	
通	甬マ用⻌
浦	氵甫用丶
捕	扌甫用丶
哺	口甫用丶
猟	⺨鼡⺍用
庸	广厂⺕用
備	亻艹厂用
補	衤甫用丶
痛	疒甬マ用
踊	足口甬マ用
博	十尃甫用丶寸
舗	人吉士口甫用丶
薄	艹溥氵甫用丶寸
縛	糸幺小尃甫用丶寸
皿	
血	皿
衆	血皿亻
益	八皿
温	氵日皿
盆	分八刀皿
塩	土𠂉口皿
盟	明日月皿
盗	次冫欠人皿
蓋	艹盍去土厶皿
耳	
取	耳又
最	日取耳又
撮	扌最日取耳又
趣	走土龰取耳又
恥	耳心
聖	耳口王
摂	扌耳冫
餌	⻞𠆢耳
敢	耳攵乂丿
厳	⺍厂敢耳攵乂丿
聴	耳十罒心
竹	
笛	竹由
符	竹付亻寸
等	竹寺土寸
筆	竹聿⺕丨
策	竹朿木冂
筋	竹肋月力
箱	竹相木目
笑	竹夭丿大人
第	竹弔弓丨丿
答	竹合𠆢一口
筒	竹同冂一口
算	竹目廾十丿
管	竹官宀冖口
範	竹車日卩㔾
箸	竹者耂土日
箇	竹固囗古十口
箋	竹戔戈弋丿丶
簿	竹溥氵甫用丶寸
籍	竹耒丿未木昔龷日廾十
羽	
扇	戸羽
習	羽白日
翁	公八厶羽
濯	氵羽隹亻
曜	日羽隹亻
躍	足口羽隹亻
翼	羽異田共龷八
翻	番釆丿米木田羽
缶	
陶	⻖勹丿缶
揺	扌䍃⺤缶山
謡	言口䍃⺤缶山
鬱	缶木冖鬯凵匕彡
舟	
舶	舟白日
船	舟㕣八口
航	舟亢亠几丿
般	舟殳几丿又
搬	扌般舟殳几丿又
盤	般舟殳几丿又皿
艇	舟廷壬丿士廴
臼	
毀	臼土殳几丿又
潟	氵舄臼勹丿灬
身	
射	身寸
謝	言口射身寸
窮	穴宀冖八躬身弓
臣	
姫	女臣
堅	臣又土
腎	臣又月
監	臣𠂉皿
藍	艹監臣𠂉皿
濫	氵監臣𠂉皿
艦	舟監臣𠂉皿
鑑	金全𠆢王監臣𠂉皿
臨	臣𠂉品口
緊	臣又糸幺小
賢	臣又貝目八
蔵	艹厂戈弋臣丿丶
臓	月蔵艹厂戈弋臣丿丶
覧	臣𠂉見目儿丿㇟
雨	
雪	雨⺕
電	雨日
雷	雨田
漏	氵尸雨
需	雨而冂
儒	亻需雨而冂
霊	雨二一
震	雨辰厂
雰	雨分八刀
霜	雨相木目
雲	雨云二一厶
曇	日雲雨云二一厶
零	雨令𠆢一マ
露	雨路足口各夂
長	
帳	巾長
張	弓長
髪	髟長厶彡友又
門	
問	門口
間	門日
簡	竹間門日
閑	門木
聞	門耳
開	門开干十
閣	門各夂口
潤	氵閏門王
関	門关天大人
闘	門豆一口䒑寸
欄	木闌門柬束日口
閲	門兌八兄口儿丿㇟
非	
俳	亻非
排	扌非
悲	非心
扉	戸非
罪	罒非
輩	非車日
面	
了	亅
子	了亅一
孔	子了亅一乙
好	女子了亅一
存	亻子了亅一
字	宀冖子了亅一
孝	耂十子了亅一
教	孝耂土子了亅一攵乂丿
酵	酉西一囗儿丿㇟孝耂土子了亅
学	⺍冖子了亅一
享	亠口子了亅一
郭	享亠口子了亅一⻏
塾	孰享亠口子了亅一丸九乙丶土
熟	孰享亠口子了亅一丸九乙丶灬
厚	厂日子了亅一
季	禾丿木子了亅一
乳	孚⺤子了亅一乙
孤	子了亅一瓜丿厶
浮	氵孚⺤子了亅一
猛	⺨孟子了亅一皿
勃	孛十冖子了亅一力
孫	子了亅一系丿糸幺小
遜	孫子了亅一系丿糸幺小辶
予	マ了亅
矛	予マ了亅丿
柔	矛予マ了亅丿木
務	矛予マ了亅丿攵乂力
霧	雨務矛予マ了亅丿攵乂力
野	里日予了亅
序	广厂予マ了亅
預	予マ了亅頁貝目八
承	了亅手三二一水丿
蒸	艹烝丞了亅水一灬
円	冂
方	亠
防	⻖方亠
坊	土方亠
芳	艹方亠
妨	女方亠
房	戸方亠
肪	月方亠
旅	方亠𠂉亻
訪	言口方亠
放	方亠攵乂丿
倣	亻放方亠攵乂丿
傲	亻敖土放方亠攵乂丿
激	氵敫白日放方亠攵乂丿
施	方亠𠂉也乙
紡	糸幺小方亠
旋	方亠𠂉疋卜人
族	方亠𠂉矢天大人
旗	方亠𠂉其甘廿十八
遊	斿方亠𠂉子了亅一⻌
敷	旉甫用丶方亠攵乂丿
止	卜
正	一止卜
症	疒正止卜
延	正丿止卜廴
誕	言口延正丿止卜廴
征	彳亻正止卜
証	言口正止卜
政	正止卜攵乂丿
卸	午干正十止卜卩
御	彳亻卸午干正十止卜卩
整	敕束木口攵乂丿正止卜
企	𠆢止卜
祉	礻止卜
肯	止卜月
渋	氵止卜冫
歩	止卜少小丿
捗	扌歩止卜少小丿
渉	氵歩止卜少小丿
頻	歩止卜少小丿頁貝目八
武	一弋止卜丶
賦	貝目八武一弋止卜丶
歯	止卜米木凵
齢	歯止卜米木凵令𠆢一卩
歴	厂林木止卜
雌	此止卜匕隹亻
紫	此止卜匕糸幺小
歳	止卜戌厂戈弋一小丿丶
比	匕
批	扌比匕
昆	日比匕
混	氵昆日比匕
皆	比匕白日
階	⻖皆比匕白日
楷	木皆比匕白日
諧	言口皆比匕白日
陛	⻖比匕土
鹿	广厂比匕
麗	一鹿广厂比匕
麓	林木鹿广厂比匕
幻	幺
斗	丶
料	米木斗丶
科	禾丿木斗丶
斜	余𠆢小斗丶
爪	丿
立	亠
竜	立亠
滝	氵竜立亠
位	亻立亠
辛	立亠十
宰	宀冖辛立亠十
辞	舌千口辛立亠十
辣	辛立亠十束木口
壁	辟尸口辛立亠十土
避	辟尸口辛立亠十⻌
癖	疒辟尸口辛立亠十
璧	辟尸口辛立亠十玉王丶
泣	氵立亠
拉	扌立亠
音	立亠日
暗	日音立亠
意	音立亠日心
億	亻意音立亠日心
憶	忄意音立亠日心
臆	月意音立亠日心
闇	門音立亠日
章	音立亠早日十
障	⻖章立亠早日十
彰	章立亠早日十彡
境	土竟立亠音日儿丿㇟
韻	音立亠日員口貝目八
職	耳戠音立亠戈弋日丿丶
識	言口戠音立亠戈弋日丿丶
織	糸幺小戠音立亠戈弋日丿丶
鏡	金全𠆢王竟立亠音日儿丿㇟
翌	羽立亠
粒	米木立亠
産	立亠厂生
童	立亠里日
憧	忄童立亠里日
瞳	目童立亠里日
鐘	金全𠆢王童立亠里日
新	立亠木斤
薪	艹新立亠木斤
倍	亻咅立亠口
剖	咅立亠口刂
部	咅立亠口⻏
接	扌妾立亠女
培	土咅立亠口
陪	⻖咅立亠口
籠	竹龍立亠月
傍	亻旁立亠冖方
端	立亠耑山而冂
賠	貝目八咅立亠口
競	立亠兄口儿丿㇟
商	立亠冏冂儿丿㇟口
親	立亠木見目儿丿㇟
顔	彦立亠厂彡頁貝目八
北	匕
背	北匕月
母	毋
巨	匚
拒	扌巨匚二一
距	足口巨匚二一
凹	凵
瓦	丶
瓶	并干十瓦丶
角	𠂊
解	角𠂊刀牛
触	角𠂊虫中口丨
良	艮
郎	良艮⻏
廊	广厂郎良艮⻏
朗	良艮月
娘	女良艮
浪	氵良艮
馬	灬
罵	罒馬灬
篤	竹馬灬
駅	馬灬尺尸八
駐	馬灬主丶王
駄	馬灬太大人丶
駒	馬灬句勹丿口
験	馬灬㑒人一口
騒	馬灬又虫中口丨
騰	月駦龹二一人馬灬
騎	馬灬奇大人可丁一口亅
驚	敬苟艹句勹丿口攵乂馬灬
鳥	灬
島	鳥丿山
鳴	口鳥灬
鶏	奚⺤夫大人鳥灬
鶴	寉宀冖隹亻鳥灬
才	扌亅
材	木才扌亅
閉	門才扌亅
財	貝目八才扌亅
久	𠂊丿
畝	亠田久𠂊丿
亡	亠匸
忙	忄亡亠匸
妄	亡亠匸女
忘	亡亠匸心
盲	亡亠匸目
荒	艹亡亠匸川
慌	忄荒艹亡亠匸川
望	亡亠匸月王
網	糸幺小罔罒冂亡亠匸
文	亠乂
対	文亠乂寸
斑	王文亠乂
斉	文亠乂二一
剤	斉文亠二一刂
済	氵斉文亠乂二一
斎	斉文亠乂示二一小
紋	糸幺小文亠乂
蚊	虫中口丨文亠乂
化	亻匕
花	艹化亻匕
貨	化亻匕貝目八
靴	革廿十化亻匕
仏	亻厶
牙	亅丿
芽	艹牙亅丿
邪	牙亅丿⻏
雅	牙亅丿隹亻
冬	夂冫
終	糸幺小冬夂冫
犯	⺨㔾
払	扌厶
玄	亠幺
弦	弓玄亠幺
畜	玄亠幺田
蓄	艹畜玄亠幺田
舷	舟玄亠幺
率	玄亠幺冫十
滋	氵兹艹玄亠幺
慈	兹艹玄亠八幺心
磁	石口兹艹玄亠幺
尼	尸匕
泥	氵尼尸匕
羊	⺷䒑
洋	氵羊⺷䒑
祥	礻羊⺷䒑
差	羊⺷䒑丿工
着	羊⺷䒑丿目
達	土羊⺷䒑⻌
善	羊⺷䒑八口
膳	月善羊⺷䒑口
繕	糸幺小善羊⺷䒑口
遅	尸羊⺷䒑⻌
詳	言口羊⺷䒑
様	木羊⺷䒑氺
羞	羊⺷䒑丿丑一
業	业丶羊⺷䒑木
羨	羊⺷䒑氵欠人
鮮	魚𠂊田灬羊⺷䒑
群	君尹⺕尸丿口羊⺷䒑
窯	穴宀冖八羔羊⺷䒑灬
衣	亠𧘇
依	亻衣亠𧘇
哀	衣亠𧘇口
衰	衣亠𧘇口
衷	衣亠𧘇口丨
裏	衣亠𧘇里日
表	二一丨衣亠𧘇
俵	亻表二一衣亠𧘇
装	壮⺦士衣亠𧘇
喪	十丨口衣亠𧘇
壊	土十罒衣亠𧘇
懐	忄十罒衣亠𧘇
襲	龍立亠月衣𧘇
園	囗袁土衣亠𧘇口
遠	袁土衣亠𧘇口⻌
猿	⺨袁土衣亠𧘇口
製	制牛巾刂衣亠𧘇
裂	列歹一夕刂衣亠𧘇
褒	衣亠𧘇保亻呆口木
裁	𢦏土十戈弋衣亠𧘇丿丶
行	彳亻
桁	木行彳亻
街	行彳亻圭土
衛	行彳亻韋口
術	行彳亻朮木丶
衝	行彳亻重千丿十里
衡	行彳亻𩵋𠂊田大人
当	⺌⺕
巡	巛⻌
麦	龶夂
麺	麦龶夂面
求	氺丶
球	王求氺丶
救	求氺丶攵乂丿
抑	扌卩
価	亻覀
食	𠆢艮
養	羊⺷䒑食𠆢艮
限	⻖艮
退	艮⻌
恨	忄艮
華	艹丨
逐	豕⻌
痕	疒艮
隊	⻖豕
墜	隊⻖豕土
象	𠂊豕
像	亻象𠂊豕
遂	豕⻌
凡	几丿丶
帆	巾凡几丿丶
汎	氵凡几丿丶
恐	工凡几丿丶心
築	筑竹工凡几丿丶木
厄	厂卩㔾
危	𠂊丿厄厂卩㔾
区	匸乂丿
枢	木区匚乂丿
欧	区匚乂丿欠人
駆	馬灬区匚乂丿
殴	区匚乂丿殳几又
介	𠆢丿丨
界	田介𠆢丿丨
丹	冂丿丶
乏	丿之丶
匂	勹丿匕
葛	艹曷日匂勹丿人
掲	扌曷日匂勹丿人匕
渇	氵曷日匂勹丿人匕
喝	口曷日匂勹丿人匕
褐	衤曷日匂勹丿人匕
謁	言口曷日匂勹丿人匕
刈	乂丿刂
冗	冖几丿
凶	乂丿凵
悩	忄⺍凶乂丿凵
脳	月⺍凶乂丿凵
胸	月匈勹丿凶乂凵
璃	王离亠凶乂丿凵禸冂
離	离亠凶乂丿凵禸冂隹亻
勾	勹丿厶
氾	氵卩㔾
広	广厂厶
拡	扌広广厂厶
鉱	金全𠆢王広广厂厶
代	亻弋丶
袋	代亻弋丶衣亠𧘇
貸	代亻弋丶貝目八
処	夂几丿
拠	扌処夂几丿
凸	㇐凵丨
先	儿丿㇟
洗	氵先儿丿㇟
毎	𠂉丿毋
侮	亻毎丿毋
海	氵毎丿毋
悔	忄毎丿毋
梅	木毎丿毋
敏	毎丿毋攵乂
繁	敏毎丿毋攵乂糸幺小
印	丿丨卩
芝	艹之丶
仰	亻卬卩
作	亻乍丿
汽	氵气𠂉
迎	卬卩⻌
即	艮卩厶
節	竹即艮卩厶
追	𠂤丿⻌
家	宀冖豕
嫁	女家宀冖豕
稼	禾丿木家宀冖豕
振	扌辰厂
飢	飠几丿
准	冫隹亻
剝	彑氺刂
進	隹亻⻌
推	扌隹亻
郷	乡艮⻏
響	郷乡艮⻏音立亠日
焦	隹亻灬
礁	石口焦隹亻灬
兆	儿丿㇟冫
逃	兆儿丿㇟冫⻌
挑	扌兆儿丿㇟冫
桃	木兆儿丿㇟冫
眺	目兆儿丿㇟冫
跳	足口兆儿丿㇟冫
気	气𠂉乂丿
争	𠂊丿⺕亅
浄	氵争𠂊⺕亅
静	青龶月争𠂊⺕亅
図	囗⺍乂丿
卵	卯丶丿卩
免	𠂊儿丿㇟
勉	免𠂊儿丿㇟力
逸	免𠂊儿丿㇟⻌
晩	日免𠂊儿丿㇟
後	彳亻幺夂
建	聿⺕丨廴
健	亻建聿⺕丨廴
鍵	金全𠆢王建聿⺕丨廴
派	氵𠂢丿亻
為	丶勹丿灬
偽	亻為丶勹丿灬
津	氵聿⺕丨
降	⻖夅夂㐄
逮	隶⺕氺⻌
薦	艹广厂灬
成	𠂊丿戈弋丶
城	土成𠂊丿戈弋丶
盛	成𠂊丿戈弋丶皿
誠	言口成𠂊丿戈弋丶
伐	亻戈弋丿丶
閥	門伐亻戈弋丿丶
我	丿戈弋亅丶
餓	飠我丿戈弋亅丶
義	羊⺷䒑我丿戈弋亅丶
儀	亻義羊⺷䒑我丿戈弋亅丶
犠	牛義羊⺷䒑我丿戈弋亅丶
議	言口義羊⺷䒑我丿戈弋亅丶
抗	扌亢亠几丿
変	亦亠丿亅夂
逆	屰屮凵丿⻌
律	彳亻聿⺕丨
康	广厂隶⺕氺
雄	厷丿厶隹亻
沈	氵冘冖儿丿㇟
携	扌隽隹亻乃丿
擁	扌雍亠乡隹亻
茂	艹戊丿厂戈弋丶
修	攸亻丨攵乂丿彡
俊	亻夋允厶儿丿㇟夂
